Protein	Term
P0C870	GO:0004497
Q8N9F8	GO:0000978
P17023	GO:0001227
Q969S9	GO:0003924
P05546	GO:0004867
O75387	GO:0015171
Q9UQR1	GO:0000978
Q9UQR1	GO:0001227
P01880	GO:0034987
Q9NX07	GO:0000049
Q32MQ0	GO:0000978
Q32MQ0	GO:0001228
Q6ZSU1	GO:0020037
P98082	GO:0008022
Q96EK4	GO:0008270
Q96EK4	GO:0001227
Q9UBT2	GO:0000287
P57082	GO:0000978
P01275	GO:0005179
Q9UK08	GO:0003924
Q99748	GO:0008083
P28300	GO:0005518
Q16890	GO:0042803
Q14145	GO:0061629
P12429	GO:0048306
Q9Y2X8	GO:0031625
Q8TBN0	GO:0005085
P04075	GO:0045296
Q92930	GO:0019003
Q92930	GO:0003924
Q92826	GO:0001227
Q15717	GO:0003725
Q15717	GO:0042803
Q99961	GO:0045296
Q8WW33	GO:0000049
Q8N4B1	GO:0042803
P01298	GO:0005179
Q93086	GO:0005524
P13693	GO:0005509
O43513	GO:0003713
Q9UBU8	GO:0047485
P0DUB6	GO:0005509
Q7Z7A4	GO:0005524
Q9NP81	GO:0000049
Q8NH19	GO:0004984
Q9HB71	GO:0042803
Q9UKM7	GO:0005509
P28039	GO:0005509
Q9Y375	GO:0051082
P02786	GO:0003725
P17096	GO:0003713
P10636	GO:0008017
P10636	GO:0017124
P10636	GO:0051087
P01111	GO:0003924
P01111	GO:0019003
Q06124	GO:0004725
Q06124	GO:0030971
Q06124	GO:0045296
O00499	GO:0051015
O00499	GO:0051087
P30874	GO:0030165
Q92844	GO:0031625
Q92844	GO:0004843
Q96SI9	GO:0003725
O43915	GO:0008083
P22033	GO:0042803
P22033	GO:0003924
Q6IQ49	GO:0003684
Q92890	GO:0004843
P54252	GO:0031625
P54252	GO:0004843
P54252	GO:0051117
Q9H305	GO:0008270
O43463	GO:0047485
O43809	GO:0042826
O43809	GO:0042803
O75223	GO:0042803
P48594	GO:0004867
O75159	GO:0030971
O43581	GO:0005544
O43581	GO:0005509
O43581	GO:0001786
A8MV23	GO:0004867
Q9ULX9	GO:0000978
Q9ULX9	GO:0001228
Q9NZ09	GO:0043130
P35558	GO:0030145
P35558	GO:0005525
P35558	GO:0000287
P22309	GO:0042803
P30304	GO:0004725
P30304	GO:0051087
P40238	GO:0004896
Q3ZCT1	GO:0000978
Q06330	GO:0000978
Q06330	GO:0001228
Q06330	GO:0061629
Q8WYQ5	GO:0003725
Q8WYQ5	GO:0042803
Q9Y692	GO:0000978
Q9Y692	GO:0001228
Q8NH51	GO:0004984
O60869	GO:0003713
P48509	GO:0005178
P48163	GO:0030145
P48163	GO:0000287
P50990	GO:0051082
Q9Y256	GO:0004197
Q9Y256	GO:0004222
P61313	GO:0045296
P05121	GO:0004867
Q8WTW4	GO:0005096
Q9Y2U9	GO:1990756
P20264	GO:0000978
A0A0C4DH36	GO:0034987
Q9UEE5	GO:0005524
Q9UPY8	GO:0008022
P32297	GO:0005231
Q14188	GO:0001228
P24468	GO:0000978
P24468	GO:0042803
P24468	GO:0004879
O43665	GO:0003924
O60393	GO:0000978
Q01851	GO:0000978
Q969F0	GO:0031625
P11940	GO:0008022
P52657	GO:0046982
P52657	GO:0042803
Q9UJU2	GO:0000978
Q9UJU2	GO:0008013
Q9UJU2	GO:0042826
Q08334	GO:0004896
P54578	GO:0004843
P54578	GO:0004197
Q13637	GO:0005525
Q13637	GO:0003924
Q8WXG8	GO:0048306
Q8WXG8	GO:0042803
Q8WXG8	GO:0005509
Q15543	GO:0008022
Q6DN72	GO:0019903
A6NNY8	GO:0004197
Q9P0N9	GO:0031267
Q9P0N9	GO:0005096
Q9Y243	GO:0005524
P30041	GO:0031625
P30041	GO:0045296
Q96MU6	GO:0001227
P62508	GO:0004879
Q13571	GO:0031625
Q14457	GO:0031625
Q16543	GO:0097110
Q16543	GO:0051082
Q16543	GO:0051087
P26641	GO:0045296
Q969G3	GO:0047485
Q969G3	GO:0003713
P20809	GO:0008083
O00445	GO:0005544
O15315	GO:0003697
Q14344	GO:0005085
Q14344	GO:0003924
Q9NUT2	GO:0005524
P19484	GO:0000978
Q9HBH0	GO:0005525
Q8WXB4	GO:0000978
Q8WXB4	GO:0001228
P01591	GO:0042803
Q9UH99	GO:0008017
Q9UJH8	GO:0005179
P21917	GO:0017124
Q9NYL2	GO:0000287
Q9NYL2	GO:0005524
O15287	GO:0003684
Q04864	GO:0000978
Q04864	GO:0001228
Q3LFD5	GO:0004843
Q3LFD5	GO:0004197
Q9BQW3	GO:0000978
A9YTQ3	GO:0004879
O75897	GO:0008146
P78556	GO:0008009
Q92737	GO:0003924
Q9Y5C1	GO:0005178
Q9Y5C1	GO:0008083
Q9Y624	GO:0005178
Q9Y624	GO:0030165
Q9Y624	GO:0042803
Q9Y624	GO:0045296
P12544	GO:0042803
Q9H875	GO:0003725
P56817	GO:0001540
Q9Y2K1	GO:0000978
Q9Y2K1	GO:0042803
Q9Y2K1	GO:0001227
P17041	GO:0000978
Q13642	GO:0044325
P51668	GO:0061630
P51668	GO:0031625
P51668	GO:0061631
Q9H4T2	GO:0000978
Q3B8N5	GO:0000978
O15119	GO:0000978
O15119	GO:0001228
O15119	GO:0001227
P17676	GO:0000978
Q9H015	GO:0030165
Q9H015	GO:0015171
P47712	GO:0005544
P47712	GO:0005509
P0CF74	GO:0034987
P48167	GO:1904315
P48167	GO:0005254
O43143	GO:0003725
Q13064	GO:0061630
Q8N7C7	GO:0061630
Q8IVH2	GO:0000978
Q8IVH2	GO:0001227
P29353	GO:0030971
Q8WXH6	GO:0003924
Q8NGB9	GO:0004984
Q96CT7	GO:0003713
P06730	GO:0003743
P10075	GO:0000978
Q15493	GO:0008270
P78545	GO:0001228
Q8N680	GO:0000978
Q8N680	GO:0001227
Q9Y4K3	GO:0042826
Q9Y4K3	GO:0031625
Q9Y4K3	GO:0061630
Q9Y4K3	GO:0047485
Q9H008	GO:0042803
A8MTJ6	GO:0000978
P13798	GO:0004252
Q8NGK1	GO:0004984
Q7Z7K2	GO:0000978
P51955	GO:0019903
P23771	GO:0001228
P23771	GO:0001227
P23771	GO:0061629
Q8TE54	GO:0005254
P09016	GO:0000978
Q8TC05	GO:0008017
P48723	GO:0051082
P48723	GO:0005524
P61604	GO:0051087
Q8NEK5	GO:0000978
P01350	GO:0005179
P0C7X2	GO:0001227
Q9H4H8	GO:0008017
Q8IUB3	GO:0004867
Q9NRA1	GO:0042803
P24588	GO:0017124
P24588	GO:0097110
Q6UXT8	GO:0030971
Q9H7L9	GO:0042826
O43541	GO:0031625
Q9NX45	GO:0000978
Q8IVA1	GO:0005085
P36402	GO:0000978
P36402	GO:0008013
Q14318	GO:0005516
Q9HAT8	GO:0061630
Q6P050	GO:0061630
Q9UBV7	GO:0030145
Q8NFQ8	GO:0051117
P48065	GO:0015171
Q8NE63	GO:0004713
Q9BYS8	GO:0004722
Q9UI95	GO:0061629
P02675	GO:0051087
P56559	GO:0005525
P01148	GO:0005179
P51665	GO:0042803
Q9ULW5	GO:0005525
Q9ULW5	GO:0003924
O95067	GO:0045296
Q6IV72	GO:0001227
Q96GM5	GO:0003713
P15036	GO:0000978
P15036	GO:0001227
P15036	GO:0061629
O00204	GO:0008146
Q8IXZ3	GO:0000978
P63218	GO:0030165
P63218	GO:0003924
Q9NVD7	GO:0045296
P14151	GO:0005509
Q9UL15	GO:0031625
Q9UL15	GO:0051087
Q8NGR2	GO:0004984
Q08116	GO:0005096
Q08116	GO:0003924
Q08116	GO:0005516
Q9UBX5	GO:0042803
Q9UBX5	GO:0008022
Q14186	GO:0001228
Q01094	GO:0000978
Q9UBI6	GO:0030165
Q8N1W2	GO:0000978
Q9H4K7	GO:0005525
Q9H4K7	GO:0003924
P15309	GO:0042803
Q8NGN7	GO:0004984
P10646	GO:0004867
Q9Y5Y0	GO:0020037
Q9UBK9	GO:0008017
Q9UBK9	GO:0051015
Q8NFX7	GO:0005546
O00409	GO:0008022
Q14585	GO:0000978
P31323	GO:0031625
Q96NM4	GO:0031490
Q96NM4	GO:0003713
Q13434	GO:0061630
A6NK06	GO:0042803
O75347	GO:0051087
P14210	GO:0008083
P50548	GO:0001227
O95741	GO:0005509
P20592	GO:0008017
P20592	GO:0003924
P45452	GO:0008270
P45452	GO:0004222
P45452	GO:0004252
Q9UJT1	GO:0005525
P23415	GO:0008270
P23415	GO:1904315
P23415	GO:0005254
Q6ZRF8	GO:0044325
Q6ZRF8	GO:0051087
O60704	GO:0042803
O60704	GO:0008146
Q9ULZ3	GO:0042803
Q9H3M9	GO:0004843
P07766	GO:0017124
Q8NGF6	GO:0004984
Q8N143	GO:0000978
P02654	GO:0005504
Q13112	GO:0051082
P60174	GO:0042803
P60174	GO:0031625
Q6ZT62	GO:0005096
P49459	GO:0031625
P49459	GO:0043130
Q8IW36	GO:0000978
P62253	GO:0031625
P62253	GO:0061631
P49238	GO:0008528
Q9UPT9	GO:0004843
Q9UPT9	GO:0003713
Q9NPA8	GO:0003713
O60258	GO:0008083
Q5W0Z9	GO:0008270
Q9Y651	GO:0000978
P04629	GO:0042803
P61204	GO:0005525
A0MZ66	GO:0045296
O95182	GO:0008137
Q08495	GO:0051015
Q9UBL9	GO:0005524
Q96RU8	GO:0061629
Q96RU8	GO:0005524
Q96IT1	GO:0000978
O14503	GO:0000978
O14503	GO:0046982
O14503	GO:0042803
Q9BXR6	GO:0046982
Q13613	GO:0042803
Q9HAU4	GO:0061630
P61106	GO:0005525
P61106	GO:0003924
P61106	GO:0019003
Q9BWX5	GO:0000978
P41220	GO:0005096
P41220	GO:0003924
P41220	GO:0005516
Q8IYU8	GO:0046982
Q8IYU8	GO:0005509
Q08881	GO:0004713
Q9P1U1	GO:0051015
Q9UHB6	GO:0051015
Q9UHB6	GO:0045296
Q9NRW1	GO:0003924
Q9Y4K0	GO:0005509
Q9Y4K0	GO:0005507
P00734	GO:0004252
P00734	GO:0008083
Q9NWK9	GO:0051117
Q93062	GO:0042803
Q93062	GO:0003713
Q8N3Y7	GO:0061629
Q6U7Q0	GO:0000978
Q9Y6M9	GO:0008137
P46527	GO:0051087
Q96F44	GO:0061630
Q96E52	GO:0004222
Q01101	GO:0000978
Q01101	GO:0001227
Q01101	GO:0042826
P54920	GO:0019905
P53041	GO:0004722
P53041	GO:0005524
P31944	GO:0004197
Q14240	GO:0003743
Q9H000	GO:0061630
Q12948	GO:0000978
Q12948	GO:0061629
Q8NGR6	GO:0004984
Q6B0K9	GO:0020037
Q8IUE0	GO:0000978
O95685	GO:0004722
Q96MM3	GO:0000978
O43566	GO:0008017
O43566	GO:0005096
O43566	GO:0003924
Q14161	GO:0031267
Q14161	GO:0005096
P33151	GO:0044325
P33151	GO:0005509
P33151	GO:0045296
P33151	GO:0019903
P33151	GO:0008013
P29279	GO:0005178
P29279	GO:0008022
A8K0S8	GO:0000978
A8K0S8	GO:0001228
Q8N9V2	GO:0061630
Q8N9V2	GO:0042803
P47871	GO:0008528
Q3B820	GO:0008017
O60347	GO:0005096
P51508	GO:0000978
Q9BXS0	GO:0001540
P07196	GO:0008022
Q14209	GO:0000978
P22234	GO:0045296
P49798	GO:0003924
P49798	GO:0005516
Q99999	GO:0008146
Q99471	GO:0001540
P19878	GO:0008022
P19622	GO:0000978
Q86YV9	GO:0031267
Q10589	GO:0042803
Q9BUP0	GO:0005509
Q9UBS8	GO:0003713
P50213	GO:0000287
Q9UBS3	GO:0051087
O76031	GO:0005524
P27695	GO:0003713
P40227	GO:0051082
P0DP24	GO:0044325
P0DP24	GO:0005509
Q8IWA4	GO:0003924
Q16656	GO:0000978
Q16656	GO:0001228
O75438	GO:0008137
Q7Z7A3	GO:0000049
Q6P1K2	GO:0003713
A0A087WSY4	GO:0034987
P17302	GO:0008013
P49771	GO:0030971
Q8TAS1	GO:0005524
O75603	GO:0000978
Q8TBA6	GO:0031267
Q8TBA6	GO:0042803
O14944	GO:0008083
P35813	GO:0004722
P61758	GO:0001540
P61758	GO:0051082
P35557	GO:0005524
Q12946	GO:0001228
Q99542	GO:0004252
Q99542	GO:0004222
Q13426	GO:0008022
Q06609	GO:0005524
Q06609	GO:0008022
Q06609	GO:0003697
P10826	GO:0000978
P10826	GO:0004879
Q15051	GO:0005516
O00213	GO:0031625
O00213	GO:0001540
O00213	GO:0003713
O43677	GO:0008137
P01042	GO:0008270
P63244	GO:0030971
P63244	GO:0042803
P63244	GO:0019903
Q8NGG5	GO:0004984
Q9UHW5	GO:0003924
P60981	GO:0051015
Q02818	GO:0005509
Q04206	GO:0031490
Q04206	GO:0001227
Q04206	GO:0031625
Q04206	GO:0042803
Q04206	GO:0000978
P51878	GO:0004197
P11511	GO:0020037
P10082	GO:0005179
Q93096	GO:0004725
O75830	GO:0004867
P38484	GO:0004896
Q8IUB2	GO:0004867
Q6P3S6	GO:1990756
Q9Y2G2	GO:0042803
Q96B02	GO:0031625
Q96B02	GO:0061631
Q96A44	GO:1990756
Q96C34	GO:0005096
Q15056	GO:0045296
Q9NQT6	GO:0051015
A8MYZ6	GO:0000978
O60656	GO:0042803
Q9UJW2	GO:0004197
P14373	GO:0061630
P14373	GO:0003713
Q8NGY1	GO:0004984
P22830	GO:0042803
Q8NH49	GO:0004984
Q16236	GO:0000978
Q16236	GO:0061629
P13797	GO:0051015
Q86UR1	GO:0031267
Q86UR1	GO:0017124
P19419	GO:0001228
P19419	GO:0061629
Q9NVV4	GO:0042803
Q9NVV4	GO:0000287
Q6PCT2	GO:0008270
P62491	GO:0008017
P62491	GO:0019905
P62491	GO:0003924
P11441	GO:0051087
Q07820	GO:0046982
Q07820	GO:0042803
Q8TC07	GO:0005096
Q13489	GO:0061630
Q13137	GO:0042803
Q8N474	GO:0004197
P43235	GO:0004197
P13010	GO:0031625
P13010	GO:0008022
P17509	GO:0000978
Q712K3	GO:0061631
P55345	GO:0042803
P55345	GO:0003713
P27348	GO:0047485
P49023	GO:0019903
P49023	GO:0008013
P15976	GO:0000978
P15976	GO:0001228
P15976	GO:0031490
P15976	GO:0061629
Q9BYU1	GO:0000978
Q13106	GO:0000978
P13928	GO:0005546
P13928	GO:0005544
P13928	GO:0005509
P13928	GO:0051015
Q58FF7	GO:0051082
Q58FF7	GO:0005524
Q8NGM1	GO:0004984
Q16649	GO:0000978
Q16649	GO:0001227
O43866	GO:0004252
Q9UH65	GO:0045296
Q9H992	GO:0043130
P61289	GO:0002039
Q969T9	GO:0000978
Q969T9	GO:0031490
Q969T9	GO:0003713
Q9UQM7	GO:0042803
Q9UQM7	GO:0005516
Q96FQ6	GO:0048306
Q96FQ6	GO:0042803
Q96FQ6	GO:0005509
Q8N6T7	GO:0003684
Q8N6T7	GO:0042803
Q8NH90	GO:0004984
P51948	GO:0047485
Q8IZ81	GO:0005096
P12004	GO:0003684
P12004	GO:0008022
P12004	GO:0030971
Q9Y6A2	GO:0020037
P24557	GO:0020037
Q8IW40	GO:0042803
A0A087WUV0	GO:0000978
Q9C026	GO:0061630
Q9C026	GO:0042803
Q9NP99	GO:0097110
P21108	GO:0005524
P63208	GO:0008013
Q15166	GO:0042803
P10635	GO:0004497
P10635	GO:0020037
Q14258	GO:0061630
Q14258	GO:0045296
Q14258	GO:0003713
Q3C1V8	GO:0000978
Q99687	GO:0000978
Q99687	GO:0001228
Q8NG78	GO:0004984
P62258	GO:0097110
P62258	GO:0046982
P62258	GO:0031625
P62258	GO:0042826
P62258	GO:0045296
Q6NT55	GO:0004497
P50238	GO:0008270
P01871	GO:0034987
P01871	GO:0003697
P62829	GO:0031625
Q8IWS0	GO:0097110
O43516	GO:0017124
P50120	GO:0005504
P67936	GO:0051015
P67936	GO:0005509
Q3SY56	GO:0000978
P48745	GO:0005178
Q9GZY8	GO:0042803
Q9BUZ4	GO:0031625
O95139	GO:0008137
Q9H222	GO:0046982
Q9H222	GO:0005524
Q96QE2	GO:0051117
Q02928	GO:0004497
Q6STE5	GO:0003713
O75528	GO:0003713
Q9UJD0	GO:0044325
Q13526	GO:0008013
Q13562	GO:0000978
Q13562	GO:0046982
Q13562	GO:0001228
Q13562	GO:0061629
Q9ULM2	GO:0000978
Q9Y603	GO:0001227
Q9Y4W6	GO:0051082
Q07837	GO:0015171
P08047	GO:0042803
P08047	GO:0000978
P08047	GO:0001228
P08047	GO:0008022
Q9Y696	GO:0005254
P09234	GO:0042803
P09234	GO:0008270
Q9HC73	GO:0004896
Q9HC73	GO:0019955
Q9H920	GO:0061630
P02818	GO:0005509
Q7Z628	GO:0005085
Q15052	GO:0005085
Q15052	GO:0005096
Q8NCT1	GO:1990756
P50479	GO:0042803
P50479	GO:0019903
Q6QEF8	GO:0051015
P29034	GO:0048306
O14978	GO:0000978
O14978	GO:0001227
P23763	GO:0005484
P23763	GO:0019905
Q8N4A0	GO:0030145
P05026	GO:0051117
Q13133	GO:0004879
A0A0B4J1V6	GO:0034987
Q9UKT5	GO:0042803
O95376	GO:0061630
O95376	GO:0008270
Q92597	GO:0008017
Q92597	GO:0045296
Q9P0L2	GO:0001786
Q9P0L2	GO:0005524
Q9P0L2	GO:0000287
Q9P0L2	GO:0005546
P02689	GO:0005504
O14744	GO:0046982
O14744	GO:0002039
Q8NGQ6	GO:0004984
Q06187	GO:0005524
Q06187	GO:0004713
O75290	GO:0000978
O60774	GO:0004497
Q13627	GO:0003713
P16050	GO:0005546
Q96T25	GO:0000978
Q9ULK6	GO:0061630
Q1L5Z9	GO:0061630
Q9NZI5	GO:0000978
Q9NZI5	GO:0031490
Q9NZI5	GO:0042803
Q9P0T4	GO:0000978
P30988	GO:0001540
P30988	GO:0008528
Q96BN8	GO:0004843
P23409	GO:0000978
Q96EX2	GO:0061630
Q8N9Z0	GO:0000978
Q9H4S2	GO:0000978
Q9NQX7	GO:0001540
P04179	GO:0030145
P48539	GO:0005509
P48539	GO:0005516
P37198	GO:0043130
Q92886	GO:0000978
Q92886	GO:0042803
